SURVEY_ID,SURVEY_RESPNS_ID,SURVEY_AA_CUST_UNIQUE_ID,SEG_DEP_DT,SEG_DEP_AIRPRT_IATA_CD,SEG_ARVL_AIRPRT_IATA_CD,OPERAT_FLIGHT_NBR,FLEET_CD,SUBFLEET_CD,CABIN_FLOWN_CD,LIKELIHOOD_RECOMMEND_ORIG_LANG_TXT,LIKELIHOOD_RECOMMEND_SCL,NET_PROMO_CATG,Wifif Category
SV_4SJm25NwBp7FfRs,R_3GrDgS6rMZqhvFL,556155660.0,2026-02-05,HPN,DCA,5254,CRJ,CR7,Y,"On time flights, seats with outlets that are not missing or broken, working wifi",1,Detractor,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_17gS2DPJZiY8UYF,69040651.0,2026-06-13,BOS,ORD,1509,737,38K,Y,"On time, comfortable seats, large overhead storage compartment, in-flight wifi",9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1QSNk2Nl2SUPTqx,8098935970.0,2026-03-28,PUJ,PHL,2495,737,38K,Y,Love AA. Would've liked to connect a little easier to the wifi,10,Promoter,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_3MKDMlrpGCpWM28,115577014.0,2026-06-05,MCI,DFW,3661,EMJ,E7M,Y,No WiFi,9,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_6OPFaieV8qnUJyd,12677714.0,2026-01-03,BOS,DFW,1811,737,38R,Y,Better wifi,6,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_5ygEHbsVmXVwtqL,8074230156.0,2026-08-03,LAX,PHL,513,321,32E,Y,"Smooth flight, nice attendants, and free Wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7JUPBFJ9G4HCJhv,436152502.0,2026-03-01,POP,MIA,2273,737,38M,Y,professional and courteous staff. Free in-flight wifi,9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7YodjJPKAZuHN9b,956054347.0,2026-01-22,DFW,HSV,5663,CRJ,CP9,C,Everything was great. Wished every flight had wifi,10,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_6s0tmQH6cdY4yNH,8117801861.0,2026-06-24,PHL,ORD,3074,321,A21,Y,No wifi,6,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1bO8rdhdZam2j0f,1696907718.0,2026-03-12,JFK,LAX,1,787,788,Y,No working wifi,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_17BDlRmSiRVqzyF,8038265793.0,2026-03-30,PHL,MSN,6028,ERJ,EMP,Y,"With the rollout of all of the advertising of free WiFi for advantage members while in flight, including on the inflight entertainment card in the seat back pocket on the plane, we were a little disappointed to find that the plane we were on from PHL to MSN was not outfitted with WiFi",8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_5VvQG5rQfIQoDKh,8120157457.0,2026-02-25,BZN,ORD,2499,737,38M,Y,Broke my suitcase and most flights were late and the last flight was on a plane without wifi,2,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_6ua3J6oqT2zg2dP,8069862856.0,2026-01-12,PHX,LAX,2428,319,A19,Y,Free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_6PuHl9yRb6M9tvC,383659632.0,2026-02-20,HPN,DCA,5254,CRJ,CR7,Y,Delayed 2+ hours; also delayed getting into HPN from DCA the day before with no wifi,4,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_7Gq7Ykh2zzjn2wV,9684787.0,2026-06-16,ATH,DFW,217,777,77W,F,Old planes with outdated/non-working wifi,7,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_7H5k1xpHPMJK35b,8177569817.0,2026-06-26,SGF,DFW,3803,EMJ,E7M,Y,The flights were very nice. We had a storm delay but our next flight waited for us at Dallas when it could have just left without us. The seats were comfortable and loved the free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_6DOJcK9erITdXXF,386887676.0,2026-06-14,DFW,HNL,5,787,788,Y,Late and broken/expensive wifi,6,Detractor,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_5JJLjKLLUv89VUp,8049178185.0,2026-03-04,DFW,RNO,770,737,38M,Y,No charging ports could not access the wifi,3,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1uU7966ZnzNolEF,57946677.0,2026-06-09,JFK,LAX,306,321,32T,Y,Cancellation (but handled well)Broken wifi,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_6YbKfJkCPXLe16C,1707716104.0,2026-02-02,TPA,DCA,3203,737,38K,Y,Internet,8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_5DZG15Hvjx8ED9T,10542018.0,2026-04-18,LHR,CLT,735,777,772,Y,The aircraft is an older one so that means entertainment not via WiFi,8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_71RwEUpEjHq9NAJ,8129566432.0,2026-04-23,PIT,LAX,2523,737,38K,Y,free wifi,8,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5PidlyKPf2jL8jo,8141870406.0,2026-08-08,DCA,XNA,3452,EMJ,E7M,Y,Excellent staff. Constant updates on flights and free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_PZOR8xpQj7gK3gR,1746163957.0,2026-07-14,MIA,BGI,2393,737,38M,Y,Inflight wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3rvmhz8Se0j7TUO,50675663.0,2026-04-14,TPA,DFW,3050,321,32C,Y,Beverage service was good and given adequate time before trash collection.  Access to WiFi was nonexistent.  Using manual entry of address or scanning to code never got to the WiFi,6,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_7oNjU5qbAwOUdNc,391156423.0,2026-07-02,LAX,DFW,2024,321,A21,Y,delayed flight forced me on to an earlier flight in a middle seat with non working wifi,4,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_5KOSnTqIXVH9a3o,977857701.0,2026-03-12,JFK,LAX,341,777,772,Y,No working wifi,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_24GgZu0nENfOBoR,8839275.0,2026-07-06,FAT,PHX,1831,737,38R,Y,Poor wifi,6,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_3GULMY0TYGr2nUd,155585808.0,2026-03-09,CAE,LGA,4506,EMJ,E75,C,Get WiFi,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_5eY0YCCOWtfblAv,8170840956.0,2026-03-30,CLT,PUJ,3316,321,A21,Y,"add a tv, improve wifi",8,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_3mdDrIR7yypVS7S,8180216573.0,2026-07-17,ATL,PHX,3012,321,A21,Y,Flight was amazing and service was goood. I really love the in flight wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_32nd1TONa136RQK,8108673187.0,2026-03-20,PHL,PIT,5816,ERJ,EMP,Y,"The flight was great , just wish there was wifi",10,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1vbIZkHl3zIvpny,383483172.0,2026-05-04,SFO,PHL,2793,321,32E,Y,No Wifi,0,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_2wNswb1y42y46Fv,676992470.0,2026-07-08,DCA,MIA,1627,737,38K,C,it would be a higher rating if we could have consistent wifi,8,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_3IZhTNfWiecW7Ad,8075109446.0,2026-03-29,PHL,SAN,2722,321,32E,Y,Comfortable flight. Friendly service. Wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3M6vkomFcXv9hUM,472957604.0,2026-04-29,GSP,LGA,4448,EMJ,E7R,Y,What American did well was have a well trained personable staff. What American can improve on is having a stronger WiFi,9,Promoter,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_5YQo0tLkZT0FmJX,1175159803.0,2026-06-20,BNA,MIA,1342,737,38M,Y,Friendly staff and on board wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3EgvOPBYIBlRJre,571336434.0,2026-02-11,JAX,DCA,897,319,A19,Y,Provide working wifi,8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_196jie6icRI3oxH,8159747972.0,2026-03-28,GNV,CLT,5998,ERJ,EMP,Y,"The staff were all amazing, but the planes were very old and lacked basic features like WiFi",6,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_3FbPT5YjB0O2Iba,8058469517.0,2026-08-18,JAC,CLT,1049,319,319,Y,The only thing I had trouble with was connecting to inflight wifi,8,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_3iXdBIJHfRa4zoq,1748400961.0,2026-01-27,LAS,CLT,3322,321,A21,Y,Staf is professional and friendly.  One flight did not have free Wifi,9,Promoter,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_6HRHQtCvgptxo0j,8052640862.0,2026-01-13,LGA,ORD,4557,EMJ,E75,Y,Had 2 planes deactivated and had to switch to a 3rd with no wifi,0,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1jT0Hfmutug5M3Q,8153610959.0,2026-03-20,PHL,SFO,1826,321,32E,Y,No Wifi connection in flight and casual attitude of staff for not having Wifi,4,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_24DiXm6D1TfVwgF,603751805.0,2026-06-04,ABQ,DFW,928,319,319,Y,"on time, wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1RgOcV4xolN3gy9,871976611.0,2026-02-15,IAH,CLT,2445,737,38K,Y,Comfort n wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7emGwxHKy5LeFSj,3045759.0,2026-02-09,STT,MIA,2734,737,38M,C,Great improvement to you customers with the wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_DqQZxtwnAsXuLS1,8184140763.0,2026-07-18,JFK,DEL,292,787,789,Y,WiFi was available in my ticket but it was not available during the journey . I was asked to pay additional amount for wifi,4,Detractor,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_V1G28llxqqSgBKV,359325851.0,2026-07-05,LGA,DCA,4654,EMJ,E75,Y,No beverage/snack service.  No inseat video screens and NO WIFI,3,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_2Ej3tfc8cBawQyf,1408254543.0,2026-03-06,PNS,MIA,3863,EMJ,E7M,Y,Poor wifi,2,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_6kMrARZzYDO2jKs,385795150.0,2026-02-08,LRD,DFW,3502,EMJ,E7Q,Y,Nice smoth comfortable flight and good wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_2wjAHZkAyjYVh7h,392729153.0,2026-07-09,LAS,DFW,3285,321,A21,C,"All flights on time, crew was great on all flights.  Planes updated and free ATT wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3kB9nMJmqIWgzwe,8183415228.0,2026-07-28,PHL,FLL,1855,737,38R,Y,everything was very good but we were unable to get on wifi,8,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_5GEUUZxanQgniIp,73849825.0,2026-08-05,LAX,JFK,238,321,32X,Y,"good legroom, complimentary food and drinks, free wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1nUIATfdxnPmJBh,8166003299.0,2026-02-22,LAX,OMA,6418,EMJ,O75,Y,Good wifi,8,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_76UzqC6svDPEXIJ,1449141466.0,2026-04-27,SAN,CLT,582,321,A21,Y,Wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1ERc3r7YwgfN1mp,1123452613.0,2026-06-17,CLT,SEA,2529,321,A21,Y,I could not connect to WIFI,3,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_3DqCGz4j3tygBHr,8019570553.0,2026-01-15,CAE,PHL,5820,ERJ,EMP,Y,"Flights were quick, stewardess were efficient and pleasant. Just no hot water for coffee...or wifi",10,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_7LBETOHbhU8qY6l,8156762153.0,2026-03-14,BUF,MIA,4747,EMJ,E75,Y,"Fast service flight, free Wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1qyXgDQTDufySM1,4491544.0,2026-01-26,ORD,ATL,3794,EMJ,E7Q,Y,No water available on the flight and no WiFi,3,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_7CZe40RDvkQCMii,852440305.0,2026-08-04,JFK,ANU,1136,737,38M,Y,Free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5Vyic4Mp4yXAo0Z,9058578.0,2026-03-03,PHX,PSP,3077,320,320,Y,Love that you now offer free WiFi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3Cq3dhtdxH76Hrj,1718866814.0,2026-05-06,MYR,CLT,3174,737,38K,Y,Neither of the legs of my trip did we get our complimentary beverage due to turbulence but first class did. I liked the free wifi,4,Detractor,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5oLYbr61jdfK21s,843530256.0,2026-01-17,LBB,DFW,3669,EMJ,E7Q,Y,"Friendly FAs, free Wifi",9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_35Kg501W2DQh7PU,305922812.0,2026-01-18,LAX,CLT,1590,321,32E,Y,American airlines does not have free wifi,7,Passive,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_7EFyUbzyu5F2HkC,1182085373.0,2026-06-15,DUB,ORD,209,787,788,Y,No wifi,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1HO1hEMUwgWk9ru,8160298273.0,2026-03-23,SLC,PHL,2626,321,A21,Y,Boring since no movies or games. Could not connect to Wifi,8,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_2bJAEVfImqedEZy,382586116.0,2026-07-31,FLL,PHL,444,737,38R,Y,"Roomy seats, not packed flight and wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_D5XjfWosFuZJzxv,2689368.0,2026-07-31,PHX,ORD,3008,737,38K,Y,on time; good wifi,9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3taqQmsQVzAW1dn,8058672161.0,2026-02-08,LEX,ORD,4276,EMJ,E7M,Y,Nothing well. Stewardess was awful and no wifi,1,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_3CI5KfM4ABTXXpZ,8161568995.0,2026-03-18,TPA,CLT,1704,321,A21,Y,The crew members very nice had difficulty with wifi,8,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_1ebnOfFQIbNkJXt,366360432.0,2026-02-08,CLT,AUS,2471,737,38R,C,Service was very good and free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_2sRwLjuBigoMgse,8183886874.0,2026-07-25,BOI,DFW,1531,737,38R,Y,free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5hznrPhigFWyFeD,6803939.0,2026-06-05,SEA,DFW,717,321,32C,C,COULD NOT CONNECT TO THE WIFI,9,Promoter,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_5ktZ94RmqLkIVWH,8066457407.0,2026-04-28,BOS,LGA,4567,EMJ,E75,Y,tvs better wifi,9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_6Cv0QZOYToDTDkm,8177022031.0,2026-06-02,IAH,DCA,5598,CRJ,CP9,Y,No cabin space to store carryonNo entertainment and wifi,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_2XbNUZjjRVmv8FO,8104980335.0,2026-07-18,MDT,CLT,5786,ERJ,EMP,Y,Delayed tuen plane had no cool air and no wifi,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_6op63qOMTb8dtUi,354095742.0,2026-06-08,PHL,DFW,415,321,A21,Y,No wifi,6,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_3mW6tU91Xc2XGy9,765348145.0,2026-03-29,MIA,CLE,2537,319,A19,Y,We paid for upgraded seats but the seats on this plane were all the same. No wifi,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_5j9zbIjR1vNmuAC,1764010916.0,2026-02-16,PHX,RNO,2670,737,38M,Y,It was a prompt & efficient boarding & flight with access to wifi,9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_14iwzJ2o09un4Og,8021160375.0,2026-06-15,DFW,PHL,2358,737,38K,Y,Wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_11Z1EFvib0YacwM,8156034669.0,2026-01-18,BNA,LGA,4445,EMJ,E75,Y,"Seats are small,hard time accessing WiFi",8,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_1q5ntNF0uc7qGyd,182058273.0,2026-03-27,ELP,DFW,3020,321,32C,Y,I couldn't connect to the wifi,9,Promoter,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_3eVNnTS8pbyPVTy,970723180.0,2026-08-17,DFW,ROA,5559,CRJ,CP9,Y,No coffee or wifi,9,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_197bXTDELFTcSjG,8148185655.0,2026-06-18,DFW,IND,2800,737,38K,Y,"Outlet broken in seat, no wifi",5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_5fucOCqWkonx4FH,8135438.0,2026-03-10,DFW,FLL,1373,321,32C,Y,Love the perks and free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_51d6yN6Kcgc2Np8,1515265638.0,2026-04-14,LGA,DFW,1570,321,32E,Y,On time great service and free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3l1kQCoeNIi3xy9,949550491.0,2026-04-26,MIA,BOS,1074,737,38R,Y,Flight was delayed 3+ hours. The cabin was very hot. No media. Choppy wifi,2,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_5nJDVYrOMWhSnq4,1528133973.0,2026-01-18,HND,LAX,26,787,789,Y,There was no wifi,2,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1EGB7OIIDq460lT,8134242001.0,2026-08-09,ORD,MIA,2452,737,38M,Y,"It's one of the best airlines, great customer service, comfy seats, and there's wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1OIjJMFnfUQZ7Vx,40202370.0,2026-04-14,GSP,DFW,5607,CRJ,CP9,Y,"Friendly crew, on time, free wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1hYG1wu3KM9NxYj,9559851.0,2026-04-28,PHL,MSY,3149,319,319,Y,"Flight was timely and lane seemed clean, but the seats are just too tight for anyone over about 5'8'' and the inflight entertainment didn't seem to work for much of the flight. Appreciate the free wifi",7,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1Cg8oTu2zrTSFdb,8182791588.0,2026-07-18,BOS,TVC,4516,EMJ,E75,Y,"Great crew, punctual flight, great seat and wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_523wvsTA8UzqfM4,10015568.0,2026-08-02,MXP,MIA,207,787,788,Y,No WIFI,8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1EAwQqi1XC3rwdj,18242809.0,2026-01-12,DFW,SAT,1168,321,A21,Y,Aircraft was old and dirty and there was no free wifi,6,Detractor,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_1n0GGKnVsR6Tyny,58245709.0,2026-01-09,PHL,MCO,1416,321,32C,C,Attentive staff - efficient. I very much appreciated the free WiFi,9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_35uV9sGhFQT3oRU,951011306.0,2026-01-12,CLT,CVG,5134,CRJ,CP9,Y,"For some reason, even when I was logged into an AA Advantage, it still made me purchase wifi for the flight instead of it being free like other flights. It might have been an error with the system but I would hate for people to pay $12 or $19 for ""free"" wifi",6,Detractor,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_5qjpjAsenoBEANr,8152540226.0,2026-01-23,DCA,CVG,5673,CRJ,CR7,Y,No in-flight wifi,4,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_6X1zXyHs9GmxEVn,7927431.0,2026-06-29,ORD,SFO,1253,737,38R,Y,"I bought a ticket, got on the plane in Chicago and landed in San Francisco. Seat OK, FA's kind and pleasant to deal with, I liked to be able to watch a movie on my laptop via in flight WiFi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1JeCe22C4zNBQKl,605941099.0,2026-02-13,DFW,GNV,3935,EMJ,E7M,C,There was no wifi,3,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_2BwFHnQhSbDTS6V,8175258287.0,2026-07-20,LAX,ORD,3134,321,32C,Y,Great service friendly staff and love it that you guys offer drinks and cooking or chips and free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_60eftPJIhMTc3Z1,8158939983.0,2026-02-18,RIC,CLT,1788,321,A21,Y,Free WiFi,7,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_6GJVvWHtR9vVXwt,8166055458.0,2026-03-27,HNL,ORD,74,787,788,Y,Lower the price and free wifi,7,Passive,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_3YyEhZ1o9MiCwZr,8139597189.0,2026-03-01,SNA,CLT,2209,321,32E,Y,Free WiFi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7IXYKwlYt6k6GdE,8151029337.0,2026-02-25,LAX,ORD,2029,321,A21,Y,"Great price, great pilots and flight attendants, quick flight time, free wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7fCRpltV4v4RjoZ,8051217981.0,2026-03-12,LGA,ATL,4634,EMJ,E75,C,"Upgrade was excellent with great seat, excel light in service, internet should work like wifi",10,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_6azwiCQqbdRjSQ8,609020362.0,2026-04-16,DFW,SAV,2751,737,38R,Y,Flight was delayed and had no wifi,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1qm3IDUTri8hyBr,8047881199.0,2026-03-17,PHL,DFW,2135,787,789,Y,fix the wifi,6,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1d5hGZdGSt08t5D,8127929581.0,2026-01-15,MIA,BOS,1680,737,38K,Y,Please Improve the WiFi,10,Promoter,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_7HAgDaPx44qe5SV,52921560.0,2026-06-09,JAX,MIA,3609,EMJ,E7M,Y,No wifi,4,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_3qkfA5cSuKepInl,4268985.0,2026-07-01,DFW,TPA,2814,737,38R,Y,free wifi,9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1pDepGK5nSBc3W9,369505767.0,2026-01-06,ORD,MEM,4421,EMJ,E75,C,"Old plane, no wifi",5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1TTpZASbnRBeqkJ,8165800996.0,2026-04-10,LAS,PHX,3320,321,A21,Y,No tv for movies. We had to use our mobile  phones to watch movies but it's  a pain to connect to the wifi,8,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_6eVnGopaoa7M9Mq,422094858.0,2026-06-04,MGM,CLT,5967,ERJ,EMP,Y,Customer service and free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_sprg0edUiTr8cKJ,8180925237.0,2026-07-08,BWI,CLT,846,737,38K,Y,Everything went great. Smooth boarding. I have not flown in years so I really liked the A/C outlets and free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7iDOjJuISfqP9LX,102774937.0,2026-08-11,BGR,ORD,4547,EMJ,E75,Y,Free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_6018q3Mllg5xWNv,8126078590.0,2026-01-08,STS,PHX,3407,EMJ,E7M,Y,Flight was great just need help with the WiFi,10,Promoter,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_1NFx4X5RmwzMBGx,8164821550.0,2026-02-14,CLT,LAX,2199,321,32E,Y,Free wifi,9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3f6Eoha90LO7ah2,1725125642.0,2026-02-06,ORD,SAN,2131,737,38K,Y,"On time, comfortable, free wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5rP7PpKwgY91oUD,8029492082.0,2026-01-21,SEA,ORD,851,737,38R,Y,i was having trouble with the wifi,10,Promoter,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_5F3AsjcmUizxuCn,8171235777.0,2026-04-14,JFK,LAX,3,321,32X,Y,"Fantastic service, great WIFI",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_6f9vRfqQJn3MGuY,1727383444.0,2026-07-03,MLB,CLT,5298,CRJ,CR7,Y,Lala land on the wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_6mzsUD6DjoOU0lH,8022526898.0,2026-05-04,ACY,PHL,6597,BUS,BUS,Y,"Good ride, efficient, liked that we had streaming wifi",9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_6ixSLgOHjgN7oJP,8171925825.0,2026-05-26,MIA,MBJ,3234,321,32E,Y,Free wifi,8,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7Xap11xm1peucyP,1764010215.0,2026-03-01,DCA,RSW,4690,EMJ,R75,Y,"Easy on, Easy off, No delays, Courteous flight attendants, free wifi",10,Promoter,Satisfied with Wi-Fi Experience
